type,part_of_speech,source_section,line,english,japanese,explanation,example_1_en,example_1_ja,example_2_en,example_2_ja,review_status
word,noun,advancedWords,1111,trend,傾向,,,,,,noun_no_example
word,noun,advancedWords,1112,pattern,パターン / 傾向,,,,,,noun_no_example
word,noun,advancedWords,1113,phenomenon,現象,,,,,,noun_no_example
word,noun,advancedWords,1114,hypothesis,仮説,,,,,,noun_no_example
word,noun,advancedWords,1115,implication,含意 / 影響,,,,,,noun_no_example
word,noun,advancedWords,1116,consensus,合意,,,,,,noun_no_example
word,noun,advancedWords,1117,controversy,論争,,,,,,noun_no_example
word,noun,advancedWords,1118,objection,異議,,,,,,noun_no_example
word,noun,advancedWords,1119,rationale,根拠,,,,,,noun_no_example
word,noun,advancedWords,1120,credibility,信頼性,,,,,,noun_no_example
word,noun,advancedWords,1121,reliability,信頼できること,,,,,,noun_no_example
word,noun,advancedWords,1122,validity,妥当性,,,,,,noun_no_example
word,noun,advancedWords,1123,limitation,限界,,,,,,noun_no_example
word,noun,advancedWords,1124,scope,範囲,,,,,,noun_no_example
word,noun,advancedWords,1125,constraint,制約,,,,,,noun_no_example
word,noun,advancedWords,1126,trade-off,両立しにくい関係,,,,,,noun_no_example
word,noun,advancedWords,1127,uncertainty,不確実性,,,,,,noun_no_example
word,noun,advancedWords,1128,likelihood,可能性の高さ,,,,,,noun_no_example
word,noun,advancedWords,1129,tendency,傾向,,,,,,noun_no_example
word,noun,advancedWords,1130,bias,偏り / 先入観,,,,,,noun_no_example
word,noun,advancedWords,1131,prejudice,偏見,,,,,,noun_no_example
word,noun,advancedWords,1132,motivation,動機,,,,,,noun_no_example
word,noun,advancedWords,1133,intention,意図,,,,,,noun_no_example
word,noun,advancedWords,1134,perception,認識,,,,,,noun_no_example
word,noun,advancedWords,1135,awareness,認識 / 意識,,,,,,noun_no_example
word,noun,advancedWords,1136,capacity,能力 / 容量,,,,,,noun_no_example
word,noun,advancedWords,1137,capability,遂行能力,,,,,,noun_no_example
word,noun,advancedWords,1138,competence,力量,,,,,,noun_no_example
word,noun,advancedWords,1139,adaptability,適応力,,,,,,noun_no_example
word,noun,advancedWords,1140,resilience,回復力,,,,,,noun_no_example
word,noun,advancedWords,1141,stability,安定性,,,,,,noun_no_example
word,noun,advancedWords,1142,sustainability,持続可能性,,,,,,noun_no_example
word,noun,advancedWords,1143,effort,努力,,,,,,noun_no_example
word,noun,advancedWords,1144,achievement,達成,,,,,,noun_no_example
word,adjective,advancedWords,1145,comprehensive,包括的な,,,,,,needs_example_review
word,adjective,advancedWords,1146,subtle,微妙な / 繊細な,,,,,,needs_example_review
word,adjective,advancedWords,1147,implicit,暗黙の,,,,,,needs_example_review
word,adjective,advancedWords,1148,explicit,明示的な,,,,,,needs_example_review
word,noun,advancedWords,1149,objective,客観的な / 目的,,,,,,noun_no_example
word,adjective,advancedWords,1150,subjective,主観的な,,,,,,needs_example_review
word,adjective,advancedWords,1151,neutral,中立の,,,,,,needs_example_review
word,noun,advancedWords,1152,relevant,関連のある,,,,,,noun_no_example
word,adjective,advancedWords,1153,appropriate,適切な,,,,,,needs_example_review
word,adjective,advancedWords,1154,accurate,正確な,,,,,,needs_example_review
word,adjective,advancedWords,1155,precise,厳密な,,,,,,needs_example_review
word,adjective,advancedWords,1156,thorough,徹底的な,,,,,,needs_example_review
word,adjective,advancedWords,1157,critical,重大な / 批判的な,,,,,,needs_example_review
word,adjective,advancedWords,1158,fundamental,根本的な,,,,,,needs_example_review
word,adjective,advancedWords,1159,essential,不可欠な,,,,,,needs_example_review
word,noun,advancedWords,1160,prominent,著名な / 目立つ,,,,,,noun_no_example
word,adjective,advancedWords,1161,inevitable,避けられない,,Some delays are inevitable in bad weather.,悪天候では多少の遅れは避けられません。,Change is inevitable in this industry.,この業界では変化は避けられません。,reviewed
word,noun,advancedWords,1162,allocate,割り当てる,,,,,,noun_no_example
word,noun,advancedWords,1163,derive,導き出す,,,,,,noun_no_example
word,verb,advancedWords,1164,infer,推測する,,,,,,needs_example_review
word,verb,advancedWords,1165,examine,詳しく調べる,,,,,,needs_example_review
word,verb,advancedWords,1166,compile,まとめる / 編集する,,,,,,needs_example_review
word,noun,advancedWords,1167,formulate,組み立てる,,,,,,noun_no_example
word,noun,advancedWords,1168,articulate,明確に言葉で表す,,,,,,noun_no_example
word,noun,advancedWords,1169,convey,伝える,,,,,,noun_no_example
word,noun,advancedWords,1170,enhance,高める,,,,,,noun_no_example
word,noun,advancedWords,1171,diminish,弱める / 減らす,,,,,,noun_no_example
word,verb,advancedWords,1172,anticipate,予測する,,,,,,needs_example_review
word,verb,advancedWords,1173,prioritize,優先する,,,,,,needs_example_review
word,noun,businessWords,1178,agenda,議題,,,,,,noun_no_example
word,noun,businessWords,1179,minutes,議事録,,,,,,noun_no_example
word,noun,businessWords,1180,deadline,締め切り,,,,,,noun_no_example
word,noun,businessWords,1181,proposal,提案,,,,,,noun_no_example
word,noun,businessWords,1182,contract,契約,,,,,,noun_no_example
word,noun,businessWords,1183,invoice,請求書,,,,,,noun_no_example
word,noun,businessWords,1184,estimate,見積もり,,,,,,noun_no_example
word,noun,businessWords,1185,budget,予算,,,,,,noun_no_example
word,noun,businessWords,1187,expense,経費,,,,,,noun_no_example
word,noun,businessWords,1188,profit,利益,,,,,,noun_no_example
word,noun,businessWords,1189,revenue,売上,,,,,,noun_no_example
word,noun,businessWords,1190,client,顧客,,,,,,noun_no_example
word,noun,businessWords,1191,vendor,取引先,,,,,,noun_no_example
word,noun,businessWords,1192,stakeholder,関係者,,,,,,noun_no_example
word,noun,businessWords,1193,department,部署,,,,,,noun_no_example
word,noun,businessWords,1197,task,タスク,,,,,,noun_no_example
word,noun,businessWords,1198,project,プロジェクト,,,,,,noun_no_example
word,noun,businessWords,1200,timeline,日程,,,,,,noun_no_example
word,noun,businessWords,1201,milestone,節目,,,,,,noun_no_example
word,noun,businessWords,1202,deliverable,成果物,,,,,,noun_no_example
word,noun,businessWords,1203,update,進捗報告,,,,,,noun_no_example
word,noun,businessWords,1204,report,報告書,,,,,,noun_no_example
word,noun,businessWords,1205,feedback,意見,,,,,,noun_no_example
word,noun,businessWords,1206,request,依頼,,,,,,noun_no_example
word,noun,businessWords,1207,approval,承認,,,,,,noun_no_example
word,noun,businessWords,1208,review,確認,,,,,,noun_no_example
word,noun,businessWords,1209,revision,修正版,,,,,,noun_no_example
word,noun,businessWords,1210,draft,下書き,,,,,,noun_no_example
word,noun,businessWords,1211,version,版,,,,,,noun_no_example
word,noun,businessWords,1212,figure,数値,,,,,,noun_no_example
word,noun,businessWords,1213,data,データ,,,,,,noun_no_example
word,noun,businessWords,1214,forecast,予測,,,,,,noun_no_example
word,noun,businessWords,1215,target,目標,,,,,,noun_no_example
word,noun,businessWords,1216,resource,資源,,,,,,noun_no_example
word,noun,businessWords,1217,risk,リスク,,,,,,noun_no_example
word,noun,businessWords,1218,ownership,担当責任,,,,,,noun_no_example
word,noun,businessWords,1219,coordination,調整,,,,,,noun_no_example
word,noun,businessWords,1220,follow-up,フォロー,,,,,,noun_no_example
word,noun,businessWords,1221,delivery,納品,,,,,,noun_no_example
word,noun,businessWords,1222,launch,開始,,,,,,noun_no_example
word,noun,businessWords,1223,implementation,実装,,,,,,noun_no_example
word,noun,businessWords,1224,maintenance,保守,,,,,,noun_no_example
word,noun,businessWords,1225,presentation,発表,,,,,,noun_no_example
word,noun,businessWords,1226,attachment,添付ファイル,,,,,,noun_no_example
word,noun,businessWords,1227,quarter,四半期,,,,,,noun_no_example
word,noun,businessWords,1228,fiscal year,会計年度,,,,,,noun_no_example
word,noun,businessWords,1229,earnings,利益 / 収益,,,,,,noun_no_example
word,noun,businessWords,1230,margin,利益率 / 余白,,,,,,noun_no_example
word,noun,businessWords,1231,turnover,売上高 / 離職率,,,,,,noun_no_example
word,noun,businessWords,1232,cash flow,資金繰り,,,,,,noun_no_example
word,noun,businessWords,1233,asset,資産,,,,,,noun_no_example
word,noun,businessWords,1234,liability,負債,,,,,,noun_no_example
word,noun,businessWords,1235,equity,自己資本,,,,,,noun_no_example
word,noun,businessWords,1236,procurement,調達,,,,,,noun_no_example
word,noun,businessWords,1237,inventory,在庫,,,,,,noun_no_example
word,noun,businessWords,1238,shipment,出荷,,,,,,noun_no_example
word,noun,businessWords,1239,warehouse,倉庫,,,,,,noun_no_example
word,noun,businessWords,1240,logistics,物流,,,,,,noun_no_example
word,noun,businessWords,1241,compliance,法令順守,,,,,,noun_no_example
word,noun,businessWords,1242,regulation,規制,,,,,,noun_no_example
word,noun,businessWords,1243,confidentiality,機密保持,,,,,,noun_no_example
word,noun,businessWords,1244,disclosure,開示,,,,,,noun_no_example
word,noun,businessWords,1245,partnership,提携,,,,,,noun_no_example
word,noun,businessWords,1246,subsidiary,子会社,,,,,,noun_no_example
word,noun,businessWords,1247,head office,本社,,,,,,noun_no_example
word,noun,businessWords,1248,branch office,支店,,,,,,noun_no_example
word,noun,businessWords,1249,headcount,人員数,,,,,,noun_no_example
word,noun,businessWords,1250,recruitment,採用,,,,,,noun_no_example
word,noun,businessWords,1251,interview,面接,,,,,,noun_no_example
word,noun,businessWords,1252,onboarding,入社時研修 / 受け入れ,,,,,,noun_no_example
word,noun,businessWords,1253,training,研修,,,,,,noun_no_example
word,noun,businessWords,1254,evaluation,評価,,,,,,noun_no_example
word,noun,businessWords,1255,promotion,昇進 / 販促,,,,,,noun_no_example
word,noun,businessWords,1256,compensation,報酬 / 補償,,,,,,noun_no_example
word,noun,businessWords,1257,salary,給与,,,,,,noun_no_example
word,noun,businessWords,1258,bonus,賞与,,,,,,noun_no_example
word,noun,businessWords,1259,benefit,福利厚生 / 利点,,,,,,noun_no_example
word,noun,businessWords,1260,leave,休暇,,,,,,noun_no_example
word,noun,businessWords,1261,overtime,残業,,,,,,noun_no_example
word,noun,businessWords,1262,attendance,出勤状況,,,,,,noun_no_example
word,noun,businessWords,1263,productivity,生産性,,,,,,noun_no_example
word,noun,businessWords,1264,workflow,業務の流れ,,,,,,noun_no_example
word,noun,businessWords,1265,procedure,手順,,,,,,noun_no_example
word,noun,businessWords,1266,guideline,指針,,,,,,noun_no_example
word,noun,businessWords,1267,manual,マニュアル,,,,,,noun_no_example
word,noun,businessWords,1268,documentation,文書化資料,,,,,,noun_no_example
word,noun,businessWords,1269,requirement,要件,,,,,,noun_no_example
word,noun,businessWords,1270,specification,仕様,,,,,,noun_no_example
word,noun,businessWords,1271,roadmap,計画表,,,,,,noun_no_example
word,noun,businessWords,1272,backlog,未処理案件,,,,,,noun_no_example
word,noun,businessWords,1273,issue,課題 / 問題,,,,,,noun_no_example
word,noun,businessWords,1274,bug,不具合,,,,,,noun_no_example
word,noun,businessWords,1275,testing,テスト,,,,,,noun_no_example
word,noun,businessWords,1276,deployment,配備 / リリース,,,,,,noun_no_example
word,noun,businessWords,1277,renewal,更新,,,,,,noun_no_example
word,noun,businessWords,1278,negotiation,交渉,,,,,,noun_no_example
word,noun,businessWords,1279,quotation,見積書,,,,,,noun_no_example
word,noun,businessWords,1280,purchase order,発注書,,,,,,noun_no_example
word,noun,businessWords,1281,payment terms,支払条件,,,,,,noun_no_example
word,noun,businessWords,1282,due date,支払期限 / 納期,,,,,,noun_no_example
word,noun,businessWords,1283,approval flow,承認フロー,,,,,,noun_no_example
word,noun,businessWords,1284,escalation,上位報告 / エスカレーション,,,,,,noun_no_example
word,noun,businessWords,1286,action item,対応事項,,,,,,noun_no_example
word,noun,businessWords,1287,next step,次の対応,,,,,,noun_no_example
word,noun,businessWords,1288,attendee,出席者,,,,,,noun_no_example
word,noun,businessWords,1289,chairperson,議長,,,,,,noun_no_example
word,noun,businessWords,1290,conference room,会議室,,,,,,noun_no_example
word,noun,businessWords,1291,web conference,オンライン会議,,,,,,noun_no_example
word,noun,businessWords,1292,mute,ミュート,,,,,,noun_no_example
word,noun,businessWords,1293,screen sharing,画面共有,,,,,,noun_no_example
word,noun,businessWords,1294,network issue,通信トラブル,,,,,,noun_no_example
word,noun,businessWords,1295,availability,空き状況,,,,,,noun_no_example
word,verb,businessWords,1296,reschedule,日程変更する,,,,,,needs_example_review
word,adjective,businessWords,1297,tentative,仮の / 暫定の,,,,,,needs_example_review
word,noun,travelWords,1303,boarding gate,搭乗口,,,,,,noun_no_example
word,noun,travelWords,1304,security check,保安検査,,,,,,noun_no_example
word,noun,travelWords,1305,customs,税関,,,,,,noun_no_example
word,noun,travelWords,1306,immigration,入国審査,,,,,,noun_no_example
word,noun,travelWords,1307,arrival hall,到着ロビー,,,,,,noun_no_example
word,noun,travelWords,1308,departure board,出発案内板,,,,,,noun_no_example
word,noun,travelWords,1309,ticket counter,チケット売り場,,,,,,noun_no_example
word,noun,travelWords,1310,platform number,ホーム番号,,,,,,noun_no_example
word,noun,travelWords,1311,train line,路線,,,,,,noun_no_example
word,noun,travelWords,1312,one-way ticket,片道切符,,,,,,noun_no_example
word,noun,travelWords,1313,round-trip ticket,往復切符,,,,,,noun_no_example
